ChannelTitle,VideoTitle,Description,PublishedAt,CategoryId,ViewCount,LikeCount,CommentCount
Various Artists - Topic,RE : WIND,"Provided to YouTube by Collab Asia Music

RE : WIND · 이세계 아이돌 (ISEGYE IDOL)

RE : WIND

Auto-generated by YouTube.",2021-12-17T02:59:00Z,10,278065,9625,0
ENa School에나스쿨,셋째 아영이 밥 빨리 안줘서 삐졌베베,,2021-12-17T01:06:53Z,23,459202,11542,551
긱블 Geekble,"흡입력 세계 챔피언에게 빨대를 준다면, 건물 꼭대기에서 물을 마실 수 있을까? (직접 실험해봄ㅋㅋㅋ)","세상에서 제일 긴 빨대 몇 m인지 한번 보쉴?🤗🤗ㅋㅋㅋ
사람의 흡입력으로 최대 몇 m까지 빨대를 빨아올릴 수 있을까??!
(충격반전 주의😎)

-
🎨 긱블러 인스타그램
잭키 https://www.instagram.com/jacky_is_working/
태정태세 https://www.instagram.com/taejeongtae/
수드래곤 https://www.instagram.com/soodragon_circuitmaker/
모루 https://www.instagram.com/morueo/
찬스 https://www.instagram.com/geekble_chance/
갈퀴 https://www.instagram.com/geekble.galque/
-
긱블 유튜브 구독 : https://bit.ly/321VSEe
긱블 카페 : https://cafe.naver.com/geekbleofficial
긱블샵 : https://bit.ly/3pF1sey
긱블 채용정보 : https://geekble.team
-
#세계에서가장긴빨대 #대기압 #토리첼리",2021-12-18T04:15:12Z,26,286597,4064,2783
JTBC Voyage,♨핫클립♨ ＂어머 아기야!＂ 나이는 어리지만 찐 7080세대도 감탄하게 한 64호 가수 '그리움만 쌓이네'｜싱어게인2｜JTBC 211213 방송,"20살의 7080 감성에 관심 한 번
7080 감성과 또 다른 댄스에 입덕 완료..✨

우리 64호 가수 매력 장난 아니에요,,장난 아니에요,,


한 번 더 기회가 필요한 가수들의 무대!
＜싱어게인2＞ 매주 월요일 밤 9시 JTBC 방송


#싱어게인2 #64호 #그리움만쌓이네

[JTBC봐야지] 구독하기☞ http://asq.kr/VgFZ3

------------------------------------------------------
📌영상 속 프로그램은?

【싱어게인2】
https://tv.jtbc.joins.com/singagain2
------------------------------------------------------",2021-12-16T11:26:27Z,24,2058565,31477,2519
양장금주부,두부를 이렇게 해줬더니 매일 밥대신 해달라고 합니다!,"#양장금주부

[재료]
부침용두부1모(300g)
계란5알
케챱약간

[두부양념]
당근50g
양파50g
맛소금1/2티스푼
조미김3봉지

[계란양념]
쪽파25g
우유2큰술
맛소금1/3티스푼

[채소볶을때]
식용유1큰술

[계란부칠때]
식용유약간
들기름약간

[양념계량기준]
계량컵200ml
밥수저(큰술)
커피수저(티스푼)",2021-12-17T00:17:16Z,26,506906,10890,138
HYBE LABELS,[TXT & EN- Choreography] 'Legend of K-POP' 2021 KBS 가요대축제 Dance Practice,"[TXT & EN- Choreography] 'Legend of K-POP' 2021 KBS 가요대축제 Dance Practice

Connect with TOMORROW X TOGETHER:
https://ibighit.com/txt
https://twitter.com/TXT_bighit
https://twitter.com/TXT_members
https://www.facebook.com/TXT.bighit
https://www.instagram.com/txt_bighit
https://channels.vlive.tv/BA18A3
https://www.tiktok.com/@txt.bighitent 
https://weverse.onelink.me/qt3S/8e901222
https://www.weibo.com/TXTbighit
http://i.youku.com/txtbighit

Connect with ENHYPEN:  
OFFICIAL WEBSITE  https://ENHYPEN.com
ENHYPEN Weverse https://www.weverse.io/enhypen 
OFFICIAL V LIVE https://channels.vlive.tv/9A0CA5
OFFICIAL YOUTUBE https://www.youtube.com/ENHYPENOFFICIAL
OFFICIAL TWITTER https://twitter.com/ENHYPEN
ENHYPEN TWITTER https://twitter.com/ENHYPEN_members
OFFICIAL FACEBOOK https://www.facebook.com/officialENHYPEN
OFFICIAL INSTAGRAM https://www.instagram.com/enhypen
OFFICIAL TIKTOK  https://www.tiktok.com/@enhypen
OFFICIAL WEIBO https://weibo.com/ENHYPEN
OFFICIAL JAPAN TWITTER https://twitter.com/ENHYPEN_JP


#TOMORROW_X_TOGETHER #ENHYPEN #SongFestival2021",2021-12-18T05:00:01Z,10,2542298,441038,13811
겜브링 GGAM BRING,거울과 가위바위보 하기 #Shorts,"#가위바위보 #거울
아니 왜 지는건데..ㅜㅜ",2021-12-16T07:00:05Z,20,749729,30090,764
유채훈의 웃음극장,[찐따의 오해] #웃긴영상 #쇼츠 #윗유하우스 #크리스마스윗유,,2021-12-17T08:07:33Z,23,1619540,40601,522
KBS 골든케이팝,[티저] 오래 기다리셨죠? 올해 최고의 무대가 당신을 찾아갑니다! We`re HERO 임영웅✨️ [2021 KBS 송년특집 We`re HERO 임영웅] | KBS 방송,"[티저] 오래 기다리셨죠? 올해 최고의 무대가 당신을 찾아갑니다! We`re HERO 임영웅✨️

‘2021년 힘든 시기를 이겨내고 열심히 달려온 우리 모두가 영웅이다!’
독보적인 팬덤을 이끌고 있는 자타공인 최고의 트로트 가수가 찾아온다!
12월 26일 밤 9시 15분, 송년 특집 KBS2에서 꼭 봐주세요~",2021-12-16T23:52:32Z,24,260056,15314,1536
사물궁이 잡학지식,항문을 알콜솜으로 닦아도 될까?,"한 온라인 커뮤니티에 알콜솜으로 항문을 닦은 사람의 후기가 올라왔습니다. 충격적인 소식에 여러 커뮤니티로 해당 소식이 퍼지면서 많은 누리꾼의 관심을 받았는데, 실제 알콜솜으로 항문을 닦으면 어떻게 되는지 궁금해하는 분들이 많은 것 같아 한 번 알아봤습니다.

- 사물궁이 유튜브 채널 구독 : https://bit.ly/SMGI_Follow
- 사물궁이 시리즈 정주행 : https://bit.ly/SMGIplaylist
- 궁금증 제보 : https://forms.gle/WEM2moRpGNdHPux18
- 유튜브 멤버십 가입 : https://youtube.com/channel/UC7F6UDq3gykPZHWRhrj_BDw/join
- E-Mail : facebookspeedwg@gmail.com 

※ 참고자료·논문자료·자문 등 도움
- 김의사박사의 이해하는 의학/과학 이야기
: https://www.youtube.com/channel/UCqC-nL6lnTPfQSbYg8OE83A
- 왜 알콜솜으로 똥꼬를 닦아 보았나.
: http://m.humoruniv.com/board/read.html?table=pds&number=1105813
- Isopropyl alcohol
: https://en.wikipedia.org/wiki/Isopropyl_alcohol
- Biofilm
: https://en.wikipedia.org/wiki/Biofilm
- Block, Seymour Stanton, ed. Disinfection, sterilization, and preservation. Lippincott Williams & Wilkins, 2001.
- Morton, Harry E. ""The relationship of concentration and germicidal efficiency of ethyl alcohol."" NYASA 53.1 (1950): 191-196.
: https://pubmed.ncbi.nlm.nih.gov/15433175/
- Isopropyl Alcohol Swabs
: https://www.drugs.com/pro/isopropyl-alcohol-swabs.html
- (ref An Overview of Physical, Microbiological and Immune Barriers of Oral Mucosa by Sevda Şenel)
- Wound Care True or False
: https://www.webmd.com/first-aid/ss/slideshow-wound-care-dos-and-donts
- Why you should NOT use alcohol to clean wounds
: https://www.thehealthsite.com/diseases-conditions/why-you-should-not-use-alcohol-to-clean-wounds-b1016-441713/
- How Does Alcohol Affect Wound Healing and Scarring?
: https://www.biodermis.com/blogs/biodermis-blog/how-does-alcohol-affect-wound-healing-and-scarring-biodermis-com
- Ohashi, Yoshihiro, et al. ""Recovery process of tracheal mucosa of guinea pigs exposed to isopropyl alcohol."" Archives of toxicology 61.1 (1987): 12-20.
: https://link.springer.com/article/10.1007/BF00324542
- Ohashi, Yoshihiro, et al. ""Toxicity of isopropyl alcohol exposure on the nasal mucociliary system in the guinea pig."" Environmental research 46.1 (1988): 25-38.
: https://www.sciencedirect.com/science/article/abs/pii/S0013935188800562
- Is it normal for diarrhea to last for a week?
: https://www.medicalnewstoday.com/articles/diarrhea-for-a-week#how-long-does-it-last
- WHAT ARE THE CAUSES OF BURNING DIARRHEA?
: https://www.gicentertexas.com/what-are-the-causes-of-burning-diarrhea/
- Tips for Treating Skin Irritation From Diarrhea
: https://www.verywellhealth.com/tips-treating-skin-irritation-diarrhea-1942627

▪ 배경음악
: Burlesque Heartache - RKVC (유튜브 오디오 라이브러리)
: Ether Oar-The Whole Other (유튜브 오디오 라이브러리)
: We March Together - Patrick Patrikios (유튜브 오디오 라이브러리)
▪ 음향효과 : 상업적 목적으로 이용할 수 있는 공정자료 이용 및 자체제작
▪ 기타 사진·영상 : 상업적 목적으로 이용할 수 있는 사진과 영상 이용
▪ 애니메이션 감독 : Studio H
▪ 썸네일·인/아웃트로·효과음·자막 등 : 사물궁이 잡학지식

#사물궁이 #궁금증 #호기심 #과학 #항문 #알콜솜 #점막 #알콜 #알콜소독 #알코올솜 #알콜항문

Copyright. 사물궁이 잡학지식. All rights reserved",2021-12-18T04:25:47Z,27,514909,8713,1323
근환TV,첫눈을 같이 보면 사랑이 이루어진다네용,,2021-12-18T08:21:54Z,20,287849,12316,305
입시덕후,선생님 국룰 대사 #Shorts,"후~ 

#Shorts #입시덕후 #애니쇼 #선생님 #국룰 #대사 #공감

입시덕후 굿즈는 👉 http://bit.ly/store_ipdk 👈 여기서

입시덕후 SNS 어셈블
💛입시덕후 팬카페_시시덕덕 : http://bit.ly/cafe_ipsiduckhoo
💜인스타그램 : https://bit.ly/insta_ipduck
💛페이스북 : https://bit.ly/facebook_ipduck
💜네이버 : https://bit.ly/navertv_ipduck

!유니브의 다른 채널들

연고티비 : http://bit.ly/yonkotv
입시덕후 : http://bit.ly/Ipsiduck
유니브클래스 : http://bit.ly/Younivclass

!입시덕후에게 협업/광고/제휴 문의
- contact@youniv.video 

ⓒ YOUNIV. Corp ALL RIGHTS RESERVED 모든 영상의 저작권은 ㈜유니브에 있으며, 무단 전재 및 재배포를 엄격히 금지합니다.",2021-12-15T10:00:00Z,27,1071911,58182,761
SBS Entertainment,[찜꽁습꽁💖] 워너비 부부💏 결혼 7년차 '김무열♥윤승아' 첫 만남부터 결혼 풀스토리ㅣ동상이몽2 - 너는 내 운명(Dong Sang 2)ㅣSBS ENTER.,"편집자가 찜꽁한 동상이몽2 속 김무열♥윤승아 부부

#동상이몽2 #김무열 #윤승아

▶ Hompage : https://www.sbs.co.kr/tv/enter
▶ Subscribe SBS Entertainment : https://bit.ly/2SpOhMC",2021-12-16T01:30:02Z,24,1907051,12065,694
쿠팡플레이 Coupang Play,[어느 날 EP.7] 김신록vs홍정아(feat.전부인) 진실을 둘러싼 숨멎심멎 기싸움ㅣ어느 날 하이라이트 | 쿠팡플레이 | 쿠팡,"쿠팡플레이 첫 드라마 시리즈 '어느 날' 하이라이트 공개💡 

🚩어느 날 풀버전은 쿠팡플레이에서!
https://coupangplay.app.link/cm7SZMrQ4lb

#김수현 #차승원 #김신록 #홍정아 #어느날 #쿠팡플레이 #쿠팡",2021-12-18T03:02:18Z,24,402400,2089,324
SBS Drama,[#그해우리는] 내가 널 싫어하는 10가지 이유 (ft. 남들은 모르는 김다미의 모습) #SBSDRAMA,"SBS 월화드라마 ‘그 해 우리는 (ourbelovedsummer)’
☞ 월,화 밤 10시 본방송

#그해우리는 #최우식 #김다미

▶ Hompage : https://www.sbs.co.kr/tv/drama
▶ Subscribe SBS Drama : https://bit.ly/2ShWout",2021-12-17T02:00:03Z,24,408301,7277,404
